mt,id,question_id,conversation,model_name,exp,time,nll,N100,N150,N200,N250,N300,N350,N400,word_speed,line_speed,pixel_speed
1.0,83,92,1,gpt-3.5-turbo,1.25,4305,90.45894930919168,15,9,5,3,3,3,1,107.625,1435.0,0.6173744190658005
2.0,83,92,2,claude-v1,1.75,28271,312.79447084094863,74,37,23,15,10,8,7,297.58947368421053,3533.875,1.5589528175653753
1.0,359,92,1,gpt-3.5-turbo,1.75,7153,90.45894930919168,20,14,12,9,6,3,0,178.825,2384.3333333333335,0.39443916041332566
2.0,359,92,2,claude-v1,1.25,16712,312.79447084094863,46,25,16,8,6,2,2,175.9157894736842,2089.0,2.396646060726517
1.0,87,92,1,gpt-3.5-turbo,1.25,12048,90.45894930919168,28,12,8,5,0,0,0,301.2,4016.0,0.6643650223206693
2.0,87,92,2,claude-v1,1.75,5327,312.79447084094863,7,2,1,0,0,0,0,56.07368421052632,665.875,0.7639381022911775
1.0,162,92,1,gpt-3.5-turbo,1.0,8529,90.45901504100766,17,12,7,4,1,1,1,213.225,2843.0,1.154259004998136
2.0,162,92,2,gpt-4,2.0,10428,123.3931703424314,29,16,8,2,1,1,0,267.38461538461536,2607.0,1.4954658401900505
1.0,523,92,1,gpt-3.5-turbo,1.75,13792,90.45901504100766,40,21,11,6,4,2,2,344.8,4597.333333333333,1.866518958486844
2.0,523,92,2,gpt-4,1.25,8699,123.3931703424314,23,17,12,6,6,3,3,223.05128205128204,2174.75,1.2475122117197208
1.0,312,92,1,gpt-3.5-turbo,2.0,14325,90.45901504100766,27,7,2,1,0,0,0,358.125,4775.0,2.0543295129193013
2.0,312,92,2,gpt-4,1.0,11370,123.3931703424314,34,15,8,4,1,0,0,291.53846153846155,2842.5,1.5387413397618486
1.0,476,92,1,gpt-3.5-turbo,1.5,14413,90.45901504100766,36,24,14,5,4,3,0,360.325,4804.333333333333,1.950561031661172
2.0,476,92,2,gpt-4,1.5,10367,123.3931703424314,24,18,9,6,2,1,1,265.8205128205128,2591.75,1.4867179099779684
1.0,142,92,1,gpt-3.5-turbo,1.0,7312,90.45901504100766,21,13,5,4,2,0,0,182.8,2437.3333333333335,0.9895581949286401
2.0,142,92,2,gpt-4,2.0,12755,123.3931703424314,32,20,12,4,0,0,0,327.05128205128204,3188.75,1.8291778664771858
1.0,53,92,1,gpt-3.5-turbo,1.5,19558,90.45901504100766,41,23,9,2,2,2,2,488.95,6519.333333333333,2.804787198162352
2.0,53,92,2,gpt-4,1.5,9563,123.3931703424314,20,10,3,1,0,0,0,245.2051282051282,2390.75,1.2941937935041827
1.0,434,92,1,gpt-3.5-turbo,1.5,18205,90.45901504100766,25,9,4,1,0,0,0,455.125,6068.333333333333,2.463745478484121
2.0,434,92,2,gpt-4,1.5,15358,123.3931703424314,34,18,6,3,1,0,0,393.79487179487177,3839.5,2.202470691756693
1.0,366,92,1,gpt-3.5-turbo,1.25,14952,90.45901504100766,36,19,8,3,0,0,0,373.8,4984.0,2.0235057618398558
2.0,366,92,2,gpt-4,1.75,24772,123.3931703424314,60,33,18,11,8,4,1,635.1794871794872,6193.0,3.552520118257377
1.0,378,92,1,gpt-3.5-turbo,2.0,9580,90.45901504100766,21,10,4,3,1,1,1,239.5,3193.3333333333335,1.2964944621740115
2.0,378,92,2,gpt-4,1.0,12211,123.3931703424314,32,21,9,3,2,1,1,313.1025641025641,3052.75,1.751163538028453
1.0,80,92,1,gpt-3.5-turbo,1.25,12585,90.45901504100766,20,6,4,1,1,0,0,314.625,4195.0,1.8047983888369568
2.0,80,92,2,gpt-4,1.75,13724,123.3931703424314,34,20,12,6,2,1,0,351.8974358974359,3431.0,1.8573162838075297
1.0,557,92,1,gpt-3.5-turbo,1.25,20500,90.45901504100766,34,10,5,3,2,0,0,512.5,6833.333333333333,2.774335748910985
2.0,557,92,2,gpt-4,1.75,17028,123.3931703424314,37,16,8,5,5,1,0,436.61538461538464,4257.0,2.4419632073989432
1.0,331,92,1,gpt-3.5-turbo,1.75,35041,125.40418524416702,89,49,34,26,13,7,5,422.1807228915663,4380.125,2.070877848841634
2.0,331,92,2,vicuna-13b-v1.2,1.25,35402,148.34474092587334,85,63,31,20,12,8,3,491.69444444444446,5057.428571428572,2.453483296274413
1.0,183,92,1,gpt-3.5-turbo,1.0,18141,125.40418524416702,74,41,15,4,1,0,0,218.56626506024097,2267.625,1.2572351979468428
2.0,183,92,2,vicuna-13b-v1.2,2.0,27969,148.34474092587334,61,36,15,5,3,0,0,388.4583333333333,3995.5714285714284,1.6529317814631908
1.0,528,92,1,gpt-3.5-turbo,1.5,24394,125.40418524416702,57,24,7,3,1,0,0,293.90361445783134,3049.25,1.6905901228551503
2.0,528,92,2,vicuna-13b-v1.2,1.5,18430,148.34474092587334,47,19,3,1,0,0,0,255.97222222222223,2632.8571428571427,1.0891891999129968
1.0,150,92,1,gpt-3.5-turbo,1.75,23556,125.40418524416702,58,41,21,12,8,3,3,283.8072289156627,2944.5,1.3921291803120213
2.0,150,92,2,vicuna-13b-v1.2,1.25,18266,148.34474092587334,47,31,20,14,9,5,5,253.69444444444446,2609.4285714285716,1.2658981382336711
1.0,276,92,1,gpt-3.5-turbo,1.0,23871,125.40418524416702,62,20,4,1,0,0,0,287.6024096385542,2983.875,1.65434438069506
2.0,276,92,2,vicuna-13b-v1.2,2.0,22824,148.34474092587334,54,20,5,1,0,0,0,317.0,3260.5714285714284,1.3488689256003386
1.0,281,92,1,gpt-3.5-turbo,1.25,34201,125.40418524416702,59,20,12,10,6,5,3,412.06024096385545,4275.125,2.0212349335987194
2.0,281,92,2,vicuna-13b-v1.2,1.75,20006,148.34474092587334,70,30,12,6,0,0,0,277.8611111111111,2858.0,1.3864862670263236
1.0,468,92,1,gpt-3.5-turbo,1.25,33877,125.40418524416702,64,42,23,11,9,6,2,408.1566265060241,4234.625,2.3477954247751054
2.0,468,92,2,vicuna-13b-v1.2,1.75,35243,148.34474092587334,59,32,12,9,3,2,2,489.4861111111111,5034.714285714285,2.0828157879833826
1.0,460,92,1,gpt-3.5-turbo,1.5,17044,125.40418524416702,62,39,25,9,4,2,1,205.34939759036143,2130.5,1.0072783897621875
2.0,460,92,2,vicuna-13b-v1.2,1.5,19658,148.34474092587334,59,35,21,14,8,5,4,273.02777777777777,2808.285714285714,1.3623686412677931
1.0,489,92,1,gpt-3.5-turbo,1.75,25237,125.40418524416702,62,37,15,7,1,0,0,304.06024096385545,3154.625,1.4914741095064732
2.0,489,92,2,vicuna-13b-v1.2,1.25,25871,148.34474092587334,68,34,13,7,3,3,3,359.31944444444446,3695.8571428571427,1.7929514252843155
1.0,451,92,1,gpt-3.5-turbo,1.5,15621,125.40418524416702,58,25,14,5,1,0,0,188.20481927710844,1952.625,1.0825903217643806
2.0,451,92,2,vicuna-13b-v1.2,1.5,18070,148.34474092587334,51,31,12,5,3,3,2,250.97222222222223,2581.4285714285716,1.0679136648088905
1.0,427,92,1,gpt-3.5-turbo,1.75,41423,125.40418524416702,71,33,15,9,7,4,2,499.0722891566265,5177.875,2.4480458072705407
2.0,427,92,2,vicuna-13b-v1.2,1.25,45235,148.34474092587334,61,27,10,2,1,0,0,628.2638888888889,6462.142857142857,3.134944830997488
1.0,4,92,1,gpt-3.5-turbo,1.25,24600,125.40418524416702,63,31,12,7,4,2,2,296.3855421686747,3075.0,1.7048666484478436
2.0,4,92,2,vicuna-13b-v1.2,1.75,27907,148.34474092587334,62,19,2,0,0,0,0,387.59722222222223,3986.714285714286,1.6492676615285948
1.0,420,92,1,gpt-3.5-turbo,1.5,27804,125.40418524416702,55,26,8,2,1,1,0,334.9879518072289,3475.5,1.926915133879831
2.0,420,92,2,vicuna-13b-v1.2,1.5,22834,148.34474092587334,54,26,11,1,0,0,0,317.1388888888889,3262.0,1.3494599126865636
1.0,127,92,1,gpt-3.5-turbo,1.5,16222,125.40418524416702,51,21,7,1,1,0,0,195.44578313253012,2027.75,1.124241738663452
2.0,127,92,2,vicuna-13b-v1.2,1.5,30306,148.34474092587334,49,17,3,2,0,0,0,420.9166666666667,4329.428571428572,1.791045463514014
1.0,136,92,1,gpt-3.5-turbo,1.75,31115,125.40418524416702,81,54,35,22,10,6,2,374.87951807228916,3889.375,2.1563790961973437
2.0,136,92,2,vicuna-13b-v1.2,1.25,39295,148.34474092587334,93,51,22,9,4,3,1,545.7638888888889,5613.571428571428,2.3222837553218234
1.0,152,92,1,gpt-3.5-turbo,2.0,7972,90.45901504100766,25,7,2,1,0,0,0,199.3,2657.3333333333335,1.2471687545561263
2.0,152,92,2,vicuna-13b-v1.2,1.0,17166,109.2388231207151,32,8,4,1,1,1,0,429.15,5722.0,2.461753606895129
1.0,257,92,1,gpt-3.5-turbo,1.75,25781,90.45901504100766,70,31,13,9,9,8,3,644.525,8593.666666666666,3.697219488486737
2.0,257,92,2,vicuna-13b-v1.2,1.25,17324,109.2388231207151,34,15,7,4,0,0,0,433.1,5774.666666666667,2.7102297420886017
1.0,295,92,1,gpt-3.5-turbo,1.75,15966,90.45901504100766,25,10,5,3,2,0,0,399.15,5322.0,2.2896631764935123
2.0,295,92,2,vicuna-13b-v1.2,1.25,14089,109.2388231207151,24,9,4,1,1,1,1,352.225,4696.333333333333,2.204134543770856
1.0,63,92,1,gpt-3.5-turbo,1.75,13322,90.45901504100766,28,13,10,10,6,3,2,333.05,4440.666666666667,1.9104905948419497
2.0,63,92,2,vicuna-13b-v1.2,1.25,10280,109.2388231207151,15,8,3,2,1,1,1,257.0,3426.6666666666665,1.608240692026716
1.0,98,92,1,gpt-3.5-turbo,1.25,12253,90.45901504100766,23,7,4,3,3,2,1,306.325,4084.3333333333335,1.7571867030925095
2.0,98,92,2,vicuna-13b-v1.2,1.75,11570,109.2388231207151,26,15,5,4,4,3,2,289.25,3856.6666666666665,1.810052996765477
1.0,361,92,1,gpt-3.5-turbo,1.75,25925,90.45901504100766,49,20,7,4,2,1,1,648.125,8641.666666666666,3.717870340134931
2.0,361,92,2,vicuna-13b-v1.2,1.25,26446,109.2388231207151,49,23,13,10,8,6,2,661.15,8815.333333333334,4.137308690791686
1.0,511,92,1,gpt-4,1.75,14429,123.39321459142955,28,16,10,6,4,3,3,369.97435897435895,3607.25,0.7956609318612996
2.0,511,92,2,claude-v1,1.25,45820,312.79447084094863,105,67,48,35,27,20,17,482.3157894736842,5727.5,6.200978732443967
1.0,332,92,1,gpt-4,1.0,22555,123.39321459142955,62,37,27,18,16,11,10,578.3333333333334,5638.75,1.243754405581233
2.0,332,92,2,claude-v1,2.0,44408,312.79447084094863,95,56,36,17,13,10,7,467.4526315789474,5551.0,6.009887899397025
1.0,360,92,1,gpt-4,1.75,13043,123.39321459142955,31,18,13,10,6,4,3,334.43589743589746,3260.75,0.7192324855684338
2.0,360,92,2,claude-v1,1.25,16237,312.79447084094863,48,31,18,13,7,4,2,170.9157894736842,2029.625,2.1974092465886663
2.0,182,92,1,gpt-4,1.25,11926,123.3931445494527,33,21,9,3,2,1,0,305.79487179487177,2981.5,1.6139867386103612
1.0,182,92,2,gpt-3.5-turbo,1.75,15309,90.45894930919168,34,14,3,2,1,1,0,382.725,5103.0,2.195443665848627
2.0,507,92,1,gpt-4,1.25,23915,123.3931445494527,50,17,9,8,6,3,2,613.2051282051282,5978.75,3.4296188692122227
1.0,507,92,2,gpt-3.5-turbo,1.75,16114,90.45894930919168,43,20,10,4,2,2,0,402.85,5371.333333333333,2.1807632320952006
2.0,197,92,1,gpt-4,1.0,13191,123.3931445494527,24,7,3,0,0,0,0,338.2307692307692,3297.75,1.8917040561897733
1.0,197,92,2,gpt-3.5-turbo,2.0,15399,90.45894930919168,17,3,1,0,0,0,0,384.975,5133.0,2.083999814511232
2.0,267,92,1,gpt-4,1.25,42684,123.3931445494527,106,66,29,17,16,8,5,1094.4615384615386,10671.0,6.121256609385512
1.0,267,92,2,gpt-3.5-turbo,1.75,23077,90.45894930919168,62,38,18,14,8,7,7,576.925,7692.333333333333,3.1230900525667704
2.0,327,92,1,gpt-4,1.25,16921,123.3931445494527,39,21,9,4,4,4,3,433.87179487179486,4230.25,2.426618477354799
1.0,327,92,2,gpt-3.5-turbo,1.75,10353,90.45894930919168,24,12,7,5,5,4,2,258.825,3451.0,1.4011072199256305
2.0,211,92,1,gpt-4,1.5,14796,123.3931445494527,40,27,20,14,7,5,4,379.38461538461536,3699.0,2.1218750068519356
1.0,211,92,2,gpt-3.5-turbo,1.5,16372,90.45894930919168,29,20,13,8,8,5,5,409.3,5457.333333333333,2.215679262496129
2.0,75,92,1,gpt-4,1.25,7854,123.3931445494527,25,13,4,2,0,0,0,201.3846153846154,1963.5,1.1263318669785822
1.0,75,92,2,gpt-3.5-turbo,1.75,7371,90.45894930919168,21,12,4,2,2,2,1,184.275,2457.0,0.997542868547457
2.0,38,92,1,gpt-4,1.75,19313,123.3931445494527,34,22,14,9,3,2,1,495.20512820512823,4828.25,2.769652068622022
1.0,38,92,2,gpt-3.5-turbo,1.25,24591,90.45894930919168,47,21,8,5,3,2,1,614.775,8197.0,3.3279848976326845
2.0,135,92,1,gpt-4,1.0,8060,123.3931445494527,20,10,2,0,0,0,0,206.66666666666666,2015.0,1.15587405753086
1.0,135,92,2,gpt-3.5-turbo,2.0,9653,90.45894930919168,24,11,3,0,0,0,0,241.325,3217.6666666666665,1.306373804109158
2.0,168,92,1,vicuna-13b-v1.2,1.75,23169,148.34472853916668,52,27,10,3,2,2,2,321.7916666666667,3309.8571428571427,1.817245534200253
1.0,168,92,2,alpaca-13b,1.25,25099,126.1819701762888,58,28,8,3,2,2,2,386.1384615384615,4183.166666666667,1.739449106072863
2.0,483,92,1,vicuna-13b-v1.2,1.25,34855,148.34472853916668,67,21,10,5,3,2,1,484.09722222222223,4979.285714285715,2.4155742695792517
1.0,483,92,2,alpaca-13b,1.75,19800,126.1819701762888,43,21,6,1,0,0,0,304.61538461538464,3300.0,1.5530001975555703
2.0,259,92,1,vicuna-13b-v1.2,1.25,28652,148.34472853916668,84,55,33,14,7,7,6,397.94444444444446,4093.1428571428573,2.2473010939576867
1.0,259,92,2,alpaca-13b,1.75,26044,126.1819701762888,69,29,10,4,2,0,0,400.67692307692306,4340.666666666667,1.8049409346412861
2.0,289,92,1,vicuna-13b-v1.2,1.75,17874,148.34472853916668,57,30,14,5,1,0,0,248.25,2553.4285714285716,1.4019356328842556
1.0,289,92,2,alpaca-13b,1.25,16085,126.1819701762888,65,43,25,17,12,7,4,247.46153846153845,2680.8333333333335,1.114747156109088
2.0,411,92,1,vicuna-13b-v1.2,1.25,45377,148.34472853916668,89,38,17,9,7,2,1,630.2361111111111,6482.428571428572,3.5591156547716722
1.0,411,92,2,alpaca-13b,1.75,30807,126.1819701762888,57,14,3,3,3,0,0,473.95384615384614,5134.5,2.135033611330598
2.0,499,92,1,vicuna-13b-v1.2,1.75,41024,148.34472853916668,71,36,20,10,8,5,4,569.7777777777778,5860.571428571428,3.2176909143696824
1.0,499,92,2,alpaca-13b,1.25,42755,126.1819701762888,66,22,13,7,5,4,4,657.7692307692307,7125.833333333333,2.9630720957068113
2.0,50,92,1,vicuna-13b-v1.2,1.75,19625,148.34472853916668,48,19,9,3,1,1,1,272.56944444444446,2803.5714285714284,1.5392741857084882
1.0,50,92,2,alpaca-13b,1.25,26552,126.1819701762888,47,23,9,3,1,1,0,408.4923076923077,4425.333333333333,1.8401471239669571
2.0,542,92,1,vicuna-13b-v1.2,1.5,15893,148.34472853916668,55,33,20,12,9,5,2,220.73611111111111,2270.4285714285716,1.1014408798285193
1.0,542,92,2,alpaca-13b,1.5,16461,126.1819701762888,55,25,10,2,1,0,0,253.24615384615385,2743.5,1.2911078915132446
2.0,195,92,1,vicuna-13b-v1.2,2.0,12293,148.34472853916668,41,26,19,11,3,1,0,170.73611111111111,1756.142857142857,0.8973187267007997
1.0,195,92,2,claude-v1,1.0,13442,184.74166885997693,51,41,27,19,13,9,6,194.81159420289856,2240.3333333333335,0.9315779466843868
2.0,513,92,1,vicuna-13b-v1.2,1.75,29890,148.34472853916668,66,40,21,11,8,7,6,415.1388888888889,4270.0,2.181799132928244
1.0,513,92,2,claude-v1,1.25,25649,184.74166885997693,55,38,23,12,6,5,3,371.72463768115944,4274.833333333333,1.777566043334908
2.0,173,92,1,vicuna-13b-v1.2,1.5,29315,148.34472853916668,71,35,16,6,5,3,2,407.15277777777777,4187.857142857143,2.1398274199328027
1.0,173,92,2,claude-v1,1.5,25576,184.74166885997693,66,25,14,8,3,1,0,370.6666666666667,4262.666666666667,1.7725068862074003
2.0,200,92,1,vicuna-13b-v1.2,1.5,28087,148.34472853916668,44,8,3,1,0,0,0,390.09722222222223,4012.4285714285716,2.050190439831234
1.0,200,92,2,claude-v1,1.5,28592,184.74166885997693,52,12,3,0,0,0,0,414.3768115942029,4765.333333333333,1.9815263094479978
2.0,247,92,1,vicuna-13b-v1.2,1.75,35834,148.34472853916668,57,11,6,1,0,0,0,497.69444444444446,5119.142857142857,2.615677153875901
1.0,247,92,2,claude-v1,1.25,34300,184.74166885997693,47,16,10,4,2,0,0,497.1014492753623,5716.666666666667,2.377110814705733
2.0,287,92,1,vicuna-13b-v1.2,1.75,29096,148.34472853916668,46,14,5,3,3,1,1,404.1111111111111,4156.571428571428,2.1238416718527997
1.0,287,92,2,claude-v1,1.25,45993,184.74166885997693,54,19,1,1,1,0,0,666.5652173913044,7665.5,3.187476900896816
2.0,205,92,1,vicuna-13b-v1.2,1.75,14658,148.34472853916668,43,22,6,0,0,0,0,203.58333333333334,2094.0,1.0699502071081364
1.0,205,92,2,claude-v1,1.25,15232,184.74166885997693,51,22,8,3,1,0,0,220.7536231884058,2538.6666666666665,1.0556312515917705
2.0,9,92,1,vicuna-13b-v1.2,1.75,19053,148.34472853916668,64,28,16,8,4,2,0,264.625,2721.8571428571427,1.3907600829602487
1.0,9,92,2,claude-v1,1.25,24617,184.74166885997693,75,32,12,7,3,0,0,356.768115942029,4102.833333333333,1.7060448083268522
2.0,539,92,1,vicuna-13b-v1.2,1.5,19774,148.34472853916668,40,12,1,0,0,0,0,274.6388888888889,2824.8571428571427,1.4433889613423585
1.0,539,92,2,claude-v1,1.5,20197,184.74166885997693,41,12,0,0,0,0,0,292.71014492753625,3366.1666666666665,1.3997232397845973
2.0,139,92,1,vicuna-13b-v1.2,1.75,18207,148.34472853916668,58,33,18,6,4,2,0,252.875,2601.0,1.3290069191443472
1.0,139,92,2,claude-v1,1.25,26553,184.74166885997693,57,29,13,7,0,0,0,384.82608695652175,4425.5,1.8402164274892516
2.0,253,92,1,vicuna-13b-v1.2,1.75,14628,109.2388352875132,17,7,1,0,0,0,0,365.7,4876.0,2.2884576695492997
1.0,253,92,2,claude-v1,1.25,32650,312.79447084094863,52,22,5,2,1,1,1,343.6842105263158,4081.25,1.8004247990346824
2.0,245,92,1,vicuna-13b-v1.2,1.25,24344,109.2388352875132,32,12,4,0,0,0,0,608.6,8114.666666666667,3.8084641446204643
1.0,245,92,2,claude-v1,1.75,35376,312.79447084094863,58,28,14,7,3,2,2,372.37894736842105,4422.0,1.950745105379814
2.0,329,92,1,vicuna-13b-v1.2,1.5,15082,109.2388352875132,24,13,9,4,3,3,3,377.05,5027.333333333333,2.359483085325577
1.0,329,92,2,claude-v1,1.5,39464,312.79447084094863,103,51,29,20,18,11,4,415.41052631578947,4933.0,2.1761704217183677
2.0,216,92,1,vicuna-13b-v1.2,1.75,7183,109.2388352875132,12,8,8,6,4,1,1,179.575,2394.3333333333335,0.3960934557876301
1.0,216,92,2,claude-v1,1.25,18908,312.79447084094863,58,37,28,18,11,5,3,199.03157894736842,2363.5,2.95803647907015
2.0,493,92,1,vicuna-13b-v1.2,1.0,13787,109.2388352875132,32,12,4,0,0,0,0,344.675,4595.666666666667,0.7602590108511843
1.0,493,92,2,claude-v1,2.0,40271,312.79447084094863,75,41,21,10,6,5,5,423.90526315789475,5033.875,6.300142111732284
2.0,220,92,1,vicuna-13b-v1.2,1.75,5505,109.2388352875132,13,10,7,2,2,2,1,137.625,1835.0,0.8612222771991315
1.0,220,92,2,claude-v1,1.25,21938,312.79447084094863,64,40,24,11,10,7,6,230.92631578947368,2742.25,1.2097310640497048
2.0,234,92,1,vicuna-13b-v1.2,1.0,16205,109.2388352875132,29,19,6,3,1,1,0,405.125,5401.666666666667,0.8935952180201234
1.0,234,92,2,claude-v1,2.0,40746,312.79447084094863,86,49,30,21,12,8,5,428.90526315789475,5093.25,6.374452844097331
2.0,405,92,1,vicuna-13b-v1.2,1.0,11560,109.2388352875132,30,12,4,2,1,1,1,289.0,3853.3333333333335,0.6374551508986502
1.0,405,92,2,claude-v1,2.0,33489,312.79447084094863,97,42,17,13,7,7,6,352.5157894736842,4186.125,5.239141297206487
2.0,16,92,1,vicuna-13b-v1.2,1.25,15412,109.2388352875132,38,29,19,7,4,2,1,385.3,5137.333333333333,2.4111094888633993
1.0,16,92,2,claude-v1,1.75,14486,312.79447084094863,47,33,23,16,7,3,2,152.4842105263158,1810.75,0.7988040930724781
2.0,45,92,1,vicuna-13b-v1.2,1.75,17030,109.2388352875132,25,11,5,1,0,0,0,425.75,5676.666666666667,0.9390883408134959
1.0,45,92,2,claude-v1,1.25,40826,312.79447084094863,70,32,16,10,5,1,0,429.7473684210526,5103.25,6.3869683358640765
1.5,340,92,1,vicuna-13b-v1.2,1.5,15212,148.34472853916668,46,28,10,6,1,1,1,211.27777777777777,2173.1428571428573,1.054245181145878
1.5,340,92,2,gpt-3.5-turbo,1.5,18903,125.40418524416702,45,29,12,5,2,2,1,227.74698795180723,2362.875,1.1171428890914474
1.5,290,92,1,vicuna-13b-v1.2,1.25,18278,148.34472853916668,65,41,28,13,6,3,1,253.86111111111111,2611.1428571428573,1.0802061962023741
1.5,290,92,2,gpt-3.5-turbo,1.75,32078,125.40418524416702,61,27,12,7,7,5,3,386.48192771084337,4009.75,2.22311838816707
1.5,238,92,1,vicuna-13b-v1.2,1.25,29852,148.34472853916668,68,37,19,10,7,4,3,414.6111111111111,4264.571428571428,2.0688487475392288
1.5,238,92,2,gpt-3.5-turbo,1.75,19220,125.40418524416702,56,34,21,13,6,3,2,231.56626506024097,2402.5,1.1358771797247855
1.5,326,92,1,vicuna-13b-v1.2,1.75,30622,148.34472853916668,67,36,14,8,4,3,1,425.30555555555554,4374.571428571428,1.8097206554387297
1.5,326,92,2,gpt-3.5-turbo,1.25,21957,125.40418524416702,57,27,11,7,3,2,0,264.5421686746988,2744.625,1.5216974390231424
1.5,49,92,1,vicuna-13b-v1.2,1.25,15739,148.34472853916668,42,18,8,3,1,1,0,218.59722222222223,2248.4285714285716,0.9301545750098023
1.5,49,92,2,gpt-3.5-turbo,1.75,17489,125.40418524416702,51,20,8,3,1,0,0,210.710843373494,2186.125,1.2120493014107454
1.5,418,92,1,vicuna-13b-v1.2,1.5,33621,148.34472853916668,60,27,13,3,0,0,0,466.9583333333333,4803.0,1.9869576825976596
1.5,418,92,2,gpt-3.5-turbo,1.5,30699,125.40418524416702,67,26,10,4,2,0,0,369.86746987951807,3837.375,2.1275488309227786
1.5,46,92,1,vicuna-13b-v1.2,1.25,27007,148.34472853916668,45,8,2,1,1,0,0,375.09722222222223,3858.1428571428573,1.596078823768329
1.5,46,92,2,gpt-3.5-turbo,1.75,34563,125.40418524416702,48,13,4,4,4,4,3,416.421686746988,4320.375,2.3953376410692204
1.5,125,92,1,vicuna-13b-v1.2,2.0,29188,148.34472853916668,52,15,5,3,2,1,1,405.3888888888889,4169.714285714285,1.7249731072740395
1.5,125,92,2,gpt-3.5-turbo,1.0,36668,125.40418524416702,52,21,10,5,4,3,2,441.7831325301205,4583.5,2.5412215554994115
1.5,545,92,1,vicuna-13b-v1.2,1.75,14649,148.34472853916668,50,34,16,9,4,2,1,203.45833333333334,2092.714285714286,1.0152272980940025
1.5,545,92,2,gpt-3.5-turbo,1.25,19392,125.40418524416702,66,33,15,7,3,2,2,233.63855421686748,2424.0,1.1460421576078585
1.5,85,92,1,vicuna-13b-v1.2,1.5,33819,148.34472853916668,50,21,9,5,3,1,0,469.7083333333333,4831.285714285715,2.3437758204820174
1.5,85,92,2,gpt-3.5-turbo,1.5,24187,125.40418524416702,47,20,7,4,2,1,0,291.4096385542169,3023.375,1.4294204654528297
1.5,176,92,1,vicuna-13b-v1.2,1.5,14962,109.2388352875132,34,16,10,6,3,3,2,374.05,4987.333333333333,2.1456808497241595
1.5,176,92,2,gpt-3.5-turbo,1.5,21398,90.45901504100766,69,35,14,6,4,2,1,534.95,7132.666666666667,3.3475811603100842
1.5,249,92,1,vicuna-13b-v1.2,1.25,14348,109.2388352875132,28,12,5,2,0,0,0,358.7,4782.666666666667,2.2446534483656926
1.5,249,92,2,gpt-3.5-turbo,1.75,11387,90.45901504100766,24,5,3,1,0,0,0,284.675,3795.6666666666665,1.6329947758193426
1.5,549,92,1,vicuna-13b-v1.2,1.0,7109,109.2388352875132,19,10,4,1,0,0,0,177.725,2369.6666666666665,1.0194923914375784
1.5,549,92,2,gpt-3.5-turbo,2.0,9625,90.45901504100766,31,17,4,2,2,2,0,240.625,3208.3333333333335,1.5057701031864923
1.5,452,92,1,vicuna-13b-v1.2,1.25,7379,109.2388352875132,25,15,11,4,1,0,0,184.475,2459.6666666666665,1.0582127382779423
1.5,452,92,2,gpt-3.5-turbo,1.75,8498,90.45901504100766,24,13,6,2,0,0,0,212.45,2832.6666666666665,1.3294581129224738
1.5,76,92,1,vicuna-13b-v1.2,1.0,15713,109.2388352875132,33,9,3,2,1,1,0,392.825,5237.666666666667,2.2533807774171715
1.5,76,92,2,gpt-3.5-turbo,2.0,15639,90.45901504100766,37,18,11,9,6,1,0,390.975,5213.0,2.446622196751538
1.5,536,92,1,vicuna-13b-v1.2,1.25,26372,109.2388352875132,50,16,2,2,1,0,0,659.3,8790.666666666666,3.781974025459533
1.5,536,92,2,gpt-3.5-turbo,1.75,8395,90.45901504100766,24,10,0,0,0,0,0,209.875,2798.3333333333335,1.31334441727279
1.5,129,92,1,vicuna-13b-v1.2,1.0,7228,109.2388352875132,21,10,4,1,1,1,1,180.7,2409.3333333333335,1.036558025785739
1.5,129,92,2,gpt-3.5-turbo,2.0,10599,90.45901504100766,21,9,4,1,0,0,0,264.975,3533.0,1.6581462154466111
1.5,137,92,1,vicuna-13b-v1.2,0.0,19363,109.2388352875132,46,26,15,10,7,4,2,484.075,6454.333333333333,2.7768225032220895
1.5,137,92,2,gpt-3.5-turbo,3.0,17937,90.45901504100766,48,24,13,9,6,3,1,448.425,5979.0,2.8061296977512846
1.5,95,92,1,vicuna-13b-v1.2,1.25,14018,109.2388352875132,30,13,8,6,3,2,2,350.45,4672.666666666667,2.19302704482787
1.5,95,92,2,gpt-3.5-turbo,1.75,16164,90.45901504100766,34,21,7,4,3,1,1,404.1,5388.0,2.318058097509779
1.0,514,93,1,vicuna-13b-v1.2,1.25,17318,99.502106621454,45,29,12,8,4,2,1,283.9016393442623,2886.3333333333335,1.347900977520692
2.0,514,93,2,gpt-3.5-turbo,1.75,23895,79.47363045350357,38,22,16,12,9,7,5,459.5192307692308,4779.0,2.4034739846379116
1.0,72,93,1,vicuna-13b-v1.2,1.25,17151,99.502106621454,46,17,7,3,2,1,1,281.1639344262295,2858.5,1.3349029717898941
2.0,72,93,2,gpt-3.5-turbo,1.75,12331,79.47363045350357,33,15,9,3,3,2,1,237.1346153846154,2466.2,1.2403112661464777
1.0,219,93,1,vicuna-13b-v1.2,1.25,13594,99.502106621454,44,23,18,10,7,6,4,222.85245901639345,2265.6666666666665,1.0580532329608665
2.0,219,93,2,gpt-3.5-turbo,1.75,12083,79.47363045350357,24,17,12,8,6,6,6,232.3653846153846,2416.6,1.215366233788654
