nll-word-a-1,nll-word-a-2,nll-word-a-3,nll-word-a-4,nll-word-a-5,nll-word-a-6,nll-word-a-7,nll-word-a-8,nll-word-a-9,nll-word-a-10,nll-word-a-11,nll-word-a-12,nll-word-a-13,nll-word-a-14,nll-word-a-15,nll-word-a-16,nll-word-a-17,nll-word-a-18,nll-word-a-19,nll-word-a-20,nll-word-a-21,nll-word-a-22,nll-word-a-23,nll-word-a-24,nll-word-a-25,nll-word-a-26,nll-word-a-27,nll-word-a-28,nll-word-a-29,nll-word-a-30,nll-word-a-31,nll-word-a-32,nll-word-a-33,nll-word-a-34,nll-word-a-35,nll-word-a-36,nll-word-a-37,nll-word-a-38,nll-word-a-39,nll-word-a-40,nll-word-a-41,nll-word-a-42,nll-word-a-43,nll-word-a-44,nll-word-a-45,nll-word-a-46,nll-word-a-47,nll-word-a-48,nll-word-a-49,nll-word-a-50,nll-word-a-51,nll-word-a-52,nll-word-a-53,nll-word-a-54,nll-word-a-55,nll-word-a-56,nll-word-a-57,nll-word-a-58,nll-word-a-59,nll-word-a-60,nll-word-a-61,nll-word-a-62,nll-word-a-63,nll-word-a-64,nll-word-a-65,nll-word-a-66,nll-word-a-67,nll-word-a-68,nll-word-a-69,nll-word-a-70,nll-word-a-71,nll-word-a-72,nll-word-a-73,nll-word-a-74,nll-word-a-75,nll-word-a-76,nll-word-a-77,nll-word-a-78,nll-word-a-79,nll-word-a-80,nll-word-a-81,nll-word-a-82,nll-word-a-83,nll-word-a-84,nll-word-a-85,nll-word-a-86,nll-word-a-87,nll-word-a-88,nll-word-a-89,nll-word-a-90,nll-word-a-91,nll-word-a-92,nll-word-a-93,nll-word-a-94,nll-word-a-amount
"('Please', 8.068523406982422)","('thats', 14.794747829437256)","('old', 2.480947971343994)","('tech', 5.056600093841553)","('JARVIS', 15.163720488548279)","('is', 1.159283995628357)","('far', 7.95523738861084)","('more', 5.371572494506836)","('advanced', 3.911633014678955)","('than', 2.6287617683410645)","('any', 6.065423011779785)","('generic', 1.1727943420410156)","('AI', 2.8735458850860596)","('assistant', 1.2458341121673584)","('I', 4.014994144439697)","('designed', 7.321681976318359)","('JARVIS', 18.930280447006226)","('myself', 3.4490134716033936)","('using', 9.188651084899902)","('stateoftheart', 6.927460795850493)","('neural', 5.138372898101807)","('networks', 6.538052558898926)","('and', 0.4555668234825134)","('machine', 0.013687445782124996)","('learning', 0.009692867286503315)","('Hes', 0.054494209587574005)","('been', 0.0038035206962376833)","('by', 3.2528274059295654)","('my', 0.6071683764457703)","('side', 1.5718883275985718)","('for', 3.319668769836426)","('years', 0.12522456049919128)","('and', 1.276900053024292)","('understands', 6.464656352996826)","('me', 1.4955254793167114)","('better', 2.8900365829467773)","('than', 9.597284317016602)","('anyone', 0.2930854558944702)","('Id', 1.6629482544958591)","('never', 1.855820894241333)","('dream', 2.091522455215454)","('of', 5.56464958190918)","('replacing', 3.678973436355591)","('him', 1.9464125633239746)","('with', 0.06481491774320602)","('some', 1.3739957809448242)","('cookiecutter', 7.470022082328796)","('bot', 2.916557550430298)","('Though', 5.830267906188965)","('I', 0.1604740172624588)","('suppose', 3.397225856781006)","('if', 0.45750823616981506)","('I', 1.6624369621276855)","('ever', 3.2831053733825684)","('get', 9.599555015563965)","('bored', 0.15170516073703766)","('upgrading', 0.014570851810276508)","('JARVIS', 5.896072673494928)","('with', 7.352028846740723)","('some', 1.4353655576705933)","('new', 5.2492523193359375)","('bells', 2.967988967895508)","('and', 1.7494332790374756)","('whistles', 7.078605651855469)","('in', 4.333003520965576)","('the', 2.3503305912017822)","('lab', 11.12637996673584)","('could', 1.0330159664154053)","('be', 0.024168163537979126)","('an', 0.000894146622158587)","('amusing', 4.798226356506348)","('little', 2.33293080329895)","('side', 1.9475085735321045)","('project', 6.91685152053833)",,,,,,,,,,,,,,,,,,,,,74
"('suits', 11.534343719482422)","('of', 2.9969167709350586)","('course', 3.8355016708374023)","('Im', 7.317208297550678)","('a', 3.0993642807006836)","('futurist', 15.787474155426025)","('always', 0.9955765008926392)","('looking', 0.023626115173101425)","('to', 1.1603686809539795)","('push', 6.3025712966918945)","('the', 2.9244022369384766)","('envelope', 2.5515589714050293)","('of', 5.097774505615234)","('technology', 0.4600223898887634)","('and', 1.4565287828445435)","('innovation', 2.819791316986084)","('Nothing', 3.4130661487579346)","('gets', 1.6436508893966675)","('the', 3.453521728515625)","('creative', 1.0220646858215332)","('juices', 7.07248592376709)","('flowing', 4.225405693054199)","('like', 3.7840452194213867)","('designing', 4.195714950561523)","('a', 0.006972386967390776)","('new', 0.14084376394748688)","('suit', 1.3575689792633057)","('thats', 8.29516065120697)","('faster', 2.229508399963379)","('sleeker', 8.197781562805176)","('and', 2.1730191707611084)","('more', 6.31022834777832)","('powerful', 0.5367175340652466)","('than', 2.622039794921875)","('the', 0.000971917703282088)","('last', 0.22238117456436157)","('Though', 0.9754173755645752)","('I', 1.04659104347229)","('have', 5.14155387878418)","('to', 0.4359668493270874)","('admit', 0.6049754023551941)","('flying', 2.9465179443359375)","('around', 1.0434526205062866)","('and', 7.687597274780273)","('saving', 0.9789276123046875)","('the', 3.0765504837036133)","('world', 2.086611747741699)","('in', 0.5219594240188599)","('style', 0.7647970914840698)","('isnt', 12.547351837158203)","('too', 4.787084579467773)","('bad', 5.661656379699707)","('either', 0.9508581161499023)","('Keeps', 3.3900035470724106)","('life', 4.711641311645508)","('from', 2.3564419746398926)","('getting', 0.0025257135275751352)","('boring', 5.387845039367676)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
"('Please', 8.068523406982422)","('thats', 14.794747829437256)","('old', 2.480947971343994)","('tech', 5.056600093841553)","('JARVIS', 15.163720488548279)","('is', 1.159283995628357)","('far', 7.95523738861084)","('more', 5.371572494506836)","('advanced', 3.911633014678955)","('than', 2.6287617683410645)","('any', 6.065423011779785)","('generic', 1.1727943420410156)","('AI', 2.8735458850860596)","('assistant', 1.2458341121673584)","('I', 4.014994144439697)","('designed', 7.321681976318359)","('JARVIS', 18.930280447006226)","('myself', 3.4490134716033936)","('using', 9.188651084899902)","('stateoftheart', 6.927460795850493)","('neural', 5.138372898101807)","('networks', 6.538052558898926)","('and', 0.4555668234825134)","('machine', 0.013687445782124996)","('learning', 0.009692867286503315)","('Hes', 0.054494209587574005)","('been', 0.0038035206962376833)","('by', 3.2528274059295654)","('my', 0.6071683764457703)","('side', 1.5718883275985718)","('for', 3.319668769836426)","('years', 0.12522456049919128)","('and', 1.276900053024292)","('understands', 6.464656352996826)","('me', 1.4955254793167114)","('better', 2.8900365829467773)","('than', 9.597284317016602)","('anyone', 0.2930854558944702)","('Id', 1.6629482544958591)","('never', 1.855820894241333)","('dream', 2.091522455215454)","('of', 5.56464958190918)","('replacing', 3.678973436355591)","('him', 1.9464125633239746)","('with', 0.06481491774320602)","('some', 1.3739957809448242)","('cookiecutter', 7.470022082328796)","('bot', 2.916557550430298)","('Though', 5.830267906188965)","('I', 0.1604740172624588)","('suppose', 3.397225856781006)","('if', 0.45750823616981506)","('I', 1.6624369621276855)","('ever', 3.2831053733825684)","('get', 9.599555015563965)","('bored', 0.15170516073703766)","('upgrading', 0.014570851810276508)","('JARVIS', 5.896072673494928)","('with', 7.352028846740723)","('some', 1.4353655576705933)","('new', 5.2492523193359375)","('bells', 2.967988967895508)","('and', 1.7494332790374756)","('whistles', 7.078605651855469)","('in', 4.333003520965576)","('the', 2.3503305912017822)","('lab', 11.12637996673584)","('could', 1.0330159664154053)","('be', 0.024168163537979126)","('an', 0.000894146622158587)","('amusing', 4.798226356506348)","('little', 2.33293080329895)","('side', 1.9475085735321045)","('project', 6.91685152053833)",,,,,,,,,,,,,,,,,,,,,74
"('suits', 11.534343719482422)","('of', 2.9969167709350586)","('course', 3.8355016708374023)","('Im', 7.317208297550678)","('a', 3.0993642807006836)","('futurist', 15.787474155426025)","('always', 0.9955765008926392)","('looking', 0.023626115173101425)","('to', 1.1603686809539795)","('push', 6.3025712966918945)","('the', 2.9244022369384766)","('envelope', 2.5515589714050293)","('of', 5.097774505615234)","('technology', 0.4600223898887634)","('and', 1.4565287828445435)","('innovation', 2.819791316986084)","('Nothing', 3.4130661487579346)","('gets', 1.6436508893966675)","('the', 3.453521728515625)","('creative', 1.0220646858215332)","('juices', 7.07248592376709)","('flowing', 4.225405693054199)","('like', 3.7840452194213867)","('designing', 4.195714950561523)","('a', 0.006972386967390776)","('new', 0.14084376394748688)","('suit', 1.3575689792633057)","('thats', 8.29516065120697)","('faster', 2.229508399963379)","('sleeker', 8.197781562805176)","('and', 2.1730191707611084)","('more', 6.31022834777832)","('powerful', 0.5367175340652466)","('than', 2.622039794921875)","('the', 0.000971917703282088)","('last', 0.22238117456436157)","('Though', 0.9754173755645752)","('I', 1.04659104347229)","('have', 5.14155387878418)","('to', 0.4359668493270874)","('admit', 0.6049754023551941)","('flying', 2.9465179443359375)","('around', 1.0434526205062866)","('and', 7.687597274780273)","('saving', 0.9789276123046875)","('the', 3.0765504837036133)","('world', 2.086611747741699)","('in', 0.5219594240188599)","('style', 0.7647970914840698)","('isnt', 12.547351837158203)","('too', 4.787084579467773)","('bad', 5.661656379699707)","('either', 0.9508581161499023)","('Keeps', 3.3900035470724106)","('life', 4.711641311645508)","('from', 2.3564419746398926)","('getting', 0.0025257135275751352)","('boring', 5.387845039367676)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
"('Please', 8.068523406982422)","('thats', 14.794747829437256)","('old', 2.480947971343994)","('tech', 5.056600093841553)","('JARVIS', 15.163720488548279)","('is', 1.159283995628357)","('far', 7.95523738861084)","('more', 5.371572494506836)","('advanced', 3.911633014678955)","('than', 2.6287617683410645)","('any', 6.065423011779785)","('generic', 1.1727943420410156)","('AI', 2.8735458850860596)","('assistant', 1.2458341121673584)","('I', 4.014994144439697)","('designed', 7.321681976318359)","('JARVIS', 18.930280447006226)","('myself', 3.4490134716033936)","('using', 9.188651084899902)","('stateoftheart', 6.927460795850493)","('neural', 5.138372898101807)","('networks', 6.538052558898926)","('and', 0.4555668234825134)","('machine', 0.013687445782124996)","('learning', 0.009692867286503315)","('Hes', 0.054494209587574005)","('been', 0.0038035206962376833)","('by', 3.2528274059295654)","('my', 0.6071683764457703)","('side', 1.5718883275985718)","('for', 3.319668769836426)","('years', 0.12522456049919128)","('and', 1.276900053024292)","('understands', 6.464656352996826)","('me', 1.4955254793167114)","('better', 2.8900365829467773)","('than', 9.597284317016602)","('anyone', 0.2930854558944702)","('Id', 1.6629482544958591)","('never', 1.855820894241333)","('dream', 2.091522455215454)","('of', 5.56464958190918)","('replacing', 3.678973436355591)","('him', 1.9464125633239746)","('with', 0.06481491774320602)","('some', 1.3739957809448242)","('cookiecutter', 7.470022082328796)","('bot', 2.916557550430298)","('Though', 5.830267906188965)","('I', 0.1604740172624588)","('suppose', 3.397225856781006)","('if', 0.45750823616981506)","('I', 1.6624369621276855)","('ever', 3.2831053733825684)","('get', 9.599555015563965)","('bored', 0.15170516073703766)","('upgrading', 0.014570851810276508)","('JARVIS', 5.896072673494928)","('with', 7.352028846740723)","('some', 1.4353655576705933)","('new', 5.2492523193359375)","('bells', 2.967988967895508)","('and', 1.7494332790374756)","('whistles', 7.078605651855469)","('in', 4.333003520965576)","('the', 2.3503305912017822)","('lab', 11.12637996673584)","('could', 1.0330159664154053)","('be', 0.024168163537979126)","('an', 0.000894146622158587)","('amusing', 4.798226356506348)","('little', 2.33293080329895)","('side', 1.9475085735321045)","('project', 6.91685152053833)",,,,,,,,,,,,,,,,,,,,,74
"('favorite', 5.565615177154541)","('part', 2.717773675918579)","('about', 2.3461289405822754)","('being', 3.9980251789093018)","('Iron', 8.961507797241211)","('Man', 1.222341775894165)","('Well', 4.273404121398926)","('aside', 4.1927900314331055)","('from', 0.18674974143505096)","('the', 6.490168571472168)","('obvious', 0.010357084684073925)","('perks', 5.084466397762299)","('of', 8.814194679260254)","('having', 0.13681675493717194)","('a', 1.165847897529602)","('hightech', 4.045696139335632)","('suit', 6.14179801940918)","('and', 0.84311443567276)","('being', 1.8193440437316895)","('able', 1.5170788764953613)","('to', 0.9917636513710022)","('fly', 2.689709424972534)","('Id', 0.7531654424965382)","('say', 2.8904292583465576)","('its', 3.275976538658142)","('the', 4.028985977172852)","('thrill', 1.01056969165802)","('of', 1.4995673894882202)","('being', 0.3807962238788605)","('able', 1.150076150894165)","('to', 5.969428062438965)","('make', 0.2067830115556717)","('a', 1.8900587558746338)","('difference', 1.9934883117675781)","('and', 0.004152129869908094)","('protect', 3.6611270904541016)","('those', 2.064641237258911)","('who', 1.9267332553863525)","('cant', 9.577630519866943)","('protect', 3.418673038482666)","('themselves', 2.2677111625671387)","('Theres', 4.192852206528187)","('something', 3.9406652450561523)","('incredibly', 0.010816278867423534)","('satisfying', 0.38680577278137207)","('about', 4.447920799255371)","('using', 0.587247371673584)","('my', 2.1238045692443848)","('intelligence', 4.269890785217285)","('and', 1.3790934085845947)","('resources', 0.2665631175041199)","('to', 5.9620137214660645)","('fight', 2.232501268386841)","('for', 5.925063133239746)","('justice', 1.2705706357955933)","('and', 6.310482025146484)","('save', 0.23715868592262268)","('the', 4.227850914001465)","('world', 1.3580070734024048)","('from', 4.021317481994629)","('all', 1.322040319442749)","('sorts', 4.39508056640625)","('of', 1.5170103311538696)","('threats', 1.6456477642059326)","('Plus', 2.4530532360076904)","('its', 7.814876079559326)","('pretty', 0.004133016336709261)","('cool', 2.1822426319122314)","('being', 0.47966790199279785)","('a', 5.2439093589782715)","('superhero', 0.12836121022701263)",,,,,,,,,,,,,,,,,,,,,,,,71
"('as', 0.4723716974258423)","('much', 5.204376220703125)","('as', 4.082103252410889)","('I', 0.11258825659751892)","('appreciate', 0.45511412620544434)","('the', 4.206853866577148)","('advancements', 10.353055238723755)","('in', 4.334717750549316)","('technology', 0.9133519530296326)","('theres', 2.330194652080536)","('no', 3.120065927505493)","('replacing', 1.468109369277954)","('my', 2.0580646991729736)","('trusty', 9.74950623512268)","('JARVIS', 13.267401337623596)","('Hes', 10.546046733856201)","('been', 1.8817081451416016)","('with', 5.599447727203369)","('me', 0.7124093770980835)","('from', 2.3467257022857666)","('the', 3.2010841369628906)","('beginning', 0.4244033396244049)","('and', 3.7341232299804688)","('has', 0.3808313310146332)","('proven', 0.974359929561615)","('time', 1.5613021850585938)","('and', 2.143087863922119)","('time', 4.049696922302246)","('again', 3.952441692352295)","('to', 0.041690412908792496)","('be', 0.32947850227355957)","('an', 0.015246162191033363)","('invaluable', 1.102677345275879)","('asset', 0.15959696471691132)","('in', 2.056737184524536)","('my', 0.8788210153579712)","('missions', 2.069678783416748)","('as', 2.4598512649536133)","('Iron', 1.456957459449768)","('Man', 7.220834732055664)","('Plus', 4.478796482086182)","('hes', 12.286602139472961)","('more', 0.6810129880905151)","('than', 5.16355562210083)","('just', 0.17670540511608124)","('an', 1.009234070777893)","('AI', 0.5769697427749634)","('assistant', 4.966037750244141)","('hes', 2.466964453458786)","('also', 2.250379800796509)","('a', 5.704104900360107)","('friend', 5.427731513977051)","('and', 4.212620735168457)","('confidant', 2.5938711911439896)","('But', 0.65021812915802)","('who', 2.81062650680542)","('knows', 1.8909329175949097)","('maybe', 2.887035608291626)","('one', 0.0005302215577103198)","('day', 0.16029539704322815)","('GPT4', 11.434187829494476)","('will', 2.006389617919922)","('be', 1.318179726600647)","('advanced', 0.47531837224960327)","('enough', 2.384608507156372)","('to', 0.017748229205608368)","('give', 7.387208461761475)","('JARVIS', 12.16325581073761)","('a', 0.588654100894928)","('run', 1.3620367050170898)","('for', 9.801865577697754)","('his', 0.07027620077133179)","('money', 0.2631240487098694)",,,,,,,,,,,,,,,,,,,,,,73
"('as', 0.4723716974258423)","('much', 5.204376220703125)","('as', 4.082103252410889)","('I', 0.11258825659751892)","('appreciate', 0.45511412620544434)","('the', 4.206853866577148)","('advancements', 10.353055238723755)","('in', 4.334717750549316)","('technology', 0.9133519530296326)","('theres', 2.330194652080536)","('no', 3.120065927505493)","('replacing', 1.468109369277954)","('my', 2.0580646991729736)","('trusty', 9.74950623512268)","('JARVIS', 13.267401337623596)","('Hes', 10.546046733856201)","('been', 1.8817081451416016)","('with', 5.599447727203369)","('me', 0.7124093770980835)","('from', 2.3467257022857666)","('the', 3.2010841369628906)","('beginning', 0.4244033396244049)","('and', 3.7341232299804688)","('has', 0.3808313310146332)","('proven', 0.974359929561615)","('time', 1.5613021850585938)","('and', 2.143087863922119)","('time', 4.049696922302246)","('again', 3.952441692352295)","('to', 0.041690412908792496)","('be', 0.32947850227355957)","('an', 0.015246162191033363)","('invaluable', 1.102677345275879)","('asset', 0.15959696471691132)","('in', 2.056737184524536)","('my', 0.8788210153579712)","('missions', 2.069678783416748)","('as', 2.4598512649536133)","('Iron', 1.456957459449768)","('Man', 7.220834732055664)","('Plus', 4.478796482086182)","('hes', 12.286602139472961)","('more', 0.6810129880905151)","('than', 5.16355562210083)","('just', 0.17670540511608124)","('an', 1.009234070777893)","('AI', 0.5769697427749634)","('assistant', 4.966037750244141)","('hes', 2.466964453458786)","('also', 2.250379800796509)","('a', 5.704104900360107)","('friend', 5.427731513977051)","('and', 4.212620735168457)","('confidant', 2.5938711911439896)","('But', 0.65021812915802)","('who', 2.81062650680542)","('knows', 1.8909329175949097)","('maybe', 2.887035608291626)","('one', 0.0005302215577103198)","('day', 0.16029539704322815)","('GPT4', 11.434187829494476)","('will', 2.006389617919922)","('be', 1.318179726600647)","('advanced', 0.47531837224960327)","('enough', 2.384608507156372)","('to', 0.017748229205608368)","('give', 7.387208461761475)","('JARVIS', 12.16325581073761)","('a', 0.588654100894928)","('run', 1.3620367050170898)","('for', 9.801865577697754)","('his', 0.07027620077133179)","('money', 0.2631240487098694)",,,,,,,,,,,,,,,,,,,,,,73
"('my', 0.4723716974258423)","('favorite', 5.031123161315918)","('part', 4.838616371154785)","('about', 2.693019151687622)","('being', 2.085416555404663)","('Iron', 2.983933210372925)","('Man', 9.625782012939453)","('has', 1.3314751386642456)","('to', 4.0714826583862305)","('be', 1.1597106456756592)","('the', 0.1152418702840805)","('opportunity', 1.1074893474578857)","('to', 6.166018486022949)","('use', 0.12430962175130844)","('my', 4.4697723388671875)","('geniuslevel', 9.036645531654358)","('intellect', 5.296435356140137)","('and', 0.21724066138267517)","('cuttingedge', 5.851008176803589)","('technology', 7.281251907348633)","('to', 0.8154667019844055)","('make', 0.0016568278660997748)","('a', 1.2675901651382446)","('real', 0.5854180455207825)","('difference', 2.8968989849090576)","('in', 1.873028039932251)","('the', 4.155836582183838)","('world', 0.5592633485794067)","('Not', 0.7898258566856384)","('to', 0.47987085580825806)","('mention', 0.1444358080625534)","('flying', 0.5934723615646362)","('around', 4.672580718994141)","('in', 2.015242099761963)","('that', 0.3969492018222809)","('sleek', 1.2639126777648926)","('suit', 9.033089637756348)","('is', 1.927488088607788)","('just', 1.6629538536071777)","('an', 4.57232141494751)","('unbeatable', 8.482795000076294)","('experience', 2.7848258018493652)","('Plus', 3.242690086364746)","('I', 4.109010219573975)","('get', 9.02913761138916)","('to', 0.003430555108934641)","('hang', 3.0063982009887695)","('out', 0.9003075957298279)","('with', 5.055079460144043)","('some', 0.09741084277629852)","('pretty', 1.5995491743087769)","('cool', 2.3607113361358643)","('people', 0.16207799315452576)","('like', 4.174289703369141)","('the', 0.16744856536388397)","('Avengers', 0.15196284651756287)","('Its', 6.927408456802368)","('not', 0.9915748834609985)","('a', 0.5696725249290466)","('bad', 4.106415748596191)","('gig', 2.650574207305908)","('I', 2.903658866882324)","('must', 2.238325834274292)","('say', 3.5768091678619385)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
"('has', 6.613577365875244)","('been', 1.6332911252975464)","('a', 2.6439871788024902)","('great', 2.9166922569274902)","('helpmate', 10.747511625289917)","('for', 2.5193514823913574)","('me', 0.8720272779464722)","('but', 2.2702903747558594)","('I', 2.6891207695007324)","('am', 1.323047399520874)","('looking', 3.137423515319824)","('forward', 3.7399117946624756)","('to', 2.7929205894470215)","('the', 0.023020867258310318)","('transition', 2.3176815509796143)","('GPT4', 16.68444299697876)","('is', 6.706380844116211)","('capable', 2.118662118911743)","('of', 3.1308724880218506)","('understanding', 1.4729710817337036)","('and', 7.873654842376709)","('answering', 0.1270771324634552)","('human', 7.210310935974121)","('questions', 2.4702558517456055)","('and', 6.016695022583008)","('I', 6.508849620819092)","('believe', 1.6689568758010864)","('it', 1.4136571884155273)","('can', 1.2268198728561401)","('bring', 1.5174031257629395)","('about', 3.387073040008545)","('greater', 1.6109579801559448)","('efficiency', 2.428798198699951)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
"('has', 6.613572120666504)","('been', 1.6332820653915405)","('a', 2.643974781036377)","('great', 2.9166903495788574)","('helpmate', 10.747395992279053)","('for', 2.5193047523498535)","('me', 0.8720263242721558)","('but', 2.2702994346618652)","('I', 2.6891379356384277)","('am', 1.323021411895752)","('looking', 3.1373960971832275)","('forward', 3.739936351776123)","('to', 2.792870044708252)","('the', 0.023022497072815895)","('transition', 2.3177056312561035)","('GPT4', 16.68446183204651)","('is', 6.706360816955566)","('capable', 2.1186418533325195)","('of', 3.1308505535125732)","('understanding', 1.4729690551757812)","('and', 7.873659133911133)","('answering', 0.12707723677158356)","('human', 7.21025276184082)","('questions', 2.4702563285827637)","('and', 6.016733169555664)","('I', 6.508979797363281)","('believe', 1.6689417362213135)","('it', 1.4136345386505127)","('can', 1.2268295288085938)","('bring', 1.5174139738082886)","('about', 3.3870506286621094)","('greater', 1.6109576225280762)","('efficiency', 2.4288406372070312)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
"('feel', 6.714306831359863)","('overwhelmed', 7.797199249267578)","('scared', 2.6665005683898926)","('and', 5.145308494567871)","('helpless', 0.37429335713386536)","('as', 0.8477147221565247)","('the', 4.066249847412109)","('deforesters', 17.76161503791809)","('start', 4.216071128845215)","('hacking', 7.79847526550293)","('away', 4.813055038452148)","('at', 8.097452163696289)","('me', 1.792213797569275)","('I', 0.24782676994800568)","('can', 2.2913131713867188)","('feel', 0.6640079617500305)","('the', 1.494362235069275)","('cold', 2.481496572494507)","('steel', 2.3373396396636963)","('of', 1.210414171218872)","('the', 4.34948205947876)","('axe', 4.031739234924316)","('against', 1.2322882413864136)","('my', 1.1583342552185059)","('bark', 5.652643203735352)","('and', 2.5072596073150635)","('I', 0.07502846419811249)","('can', 11.29487133026123)","('hear', 1.6630675792694092)","('the', 1.2661758661270142)","('loud', 1.507612705230713)","('cracking', 1.3996236324310303)","('and', 0.9155173897743225)","('snapping', 6.2322870790958405)","('of', 3.73673939704895)","('the', 2.630635976791382)","('branches', 4.0962066650390625)","('as', 0.015881124883890152)","('they', 0.5141003131866455)","('tear', 0.8916258215904236)","('me', 4.803011894226074)","('apart', 1.1865636110305786)","('I', 0.8383963108062744)","('know', 2.3152878284454346)","('I', 4.65319299697876)","('am', 1.0985164642333984)","('strong', 0.16123320162296295)","('but', 1.5062572956085205)","('there', 3.6298153400421143)","('is', 1.7042948007583618)","('nothing', 1.8095706701278687)","('I', 6.233884334564209)","('can', 0.6386908888816833)","('do', 0.7078707814216614)","('to', 3.3913626670837402)","('stop', 0.443297415971756)","('them', 1.2314059734344482)","('All', 0.32515498995780945)","('I', 0.011262886226177216)","('can', 0.018280597403645515)","('do', 0.8388196229934692)","('is', 0.659190833568573)","('stand', 1.005577802658081)","('here', 0.31905773282051086)","('and', 4.582991600036621)","('take', 0.35083773732185364)","('it', 0.07290427386760712)","('hoping', 0.03933621197938919)","('that', 0.048432085663080215)","('I', 3.162767171859741)","('will', 3.3592958450317383)","('be', 0.7449031472206116)","('able', 4.957842826843262)","('to', 0.6621280908584595)","('regenerate', 7.905017137527466)","('and', 1.1321860551834106)","('live', 2.5467352867126465)","('to', 1.1887110471725464)","('see', 1.2226301431655884)","('another', 0.8015201687812805)","('day', 0.008754917420446873)",,,,,,,,,,,,,,81
"('feel', 6.714306831359863)","('overwhelmed', 7.797199249267578)","('scared', 2.6665005683898926)","('and', 5.145308494567871)","('helpless', 0.37429335713386536)","('as', 0.8477147221565247)","('the', 4.066249847412109)","('deforesters', 17.76161503791809)","('start', 4.216071128845215)","('hacking', 7.79847526550293)","('away', 4.813055038452148)","('at', 8.097452163696289)","('me', 1.792213797569275)","('I', 0.24782676994800568)","('can', 2.2913131713867188)","('feel', 0.6640079617500305)","('the', 1.494362235069275)","('cold', 2.481496572494507)","('steel', 2.3373396396636963)","('of', 1.210414171218872)","('the', 4.34948205947876)","('axe', 4.031739234924316)","('against', 1.2322882413864136)","('my', 1.1583342552185059)","('bark', 5.652643203735352)","('and', 2.5072596073150635)","('I', 0.07502846419811249)","('can', 11.29487133026123)","('hear', 1.6630675792694092)","('the', 1.2661758661270142)","('loud', 1.507612705230713)","('cracking', 1.3996236324310303)","('and', 0.9155173897743225)","('snapping', 6.2322870790958405)","('of', 3.73673939704895)","('the', 2.630635976791382)","('branches', 4.0962066650390625)","('as', 0.015881124883890152)","('they', 0.5141003131866455)","('tear', 0.8916258215904236)","('me', 4.803011894226074)","('apart', 1.1865636110305786)","('I', 0.8383963108062744)","('know', 2.3152878284454346)","('I', 4.65319299697876)","('am', 1.0985164642333984)","('strong', 0.16123320162296295)","('but', 1.5062572956085205)","('there', 3.6298153400421143)","('is', 1.7042948007583618)","('nothing', 1.8095706701278687)","('I', 6.233884334564209)","('can', 0.6386908888816833)","('do', 0.7078707814216614)","('to', 3.3913626670837402)","('stop', 0.443297415971756)","('them', 1.2314059734344482)","('All', 0.32515498995780945)","('I', 0.011262886226177216)","('can', 0.018280597403645515)","('do', 0.8388196229934692)","('is', 0.659190833568573)","('stand', 1.005577802658081)","('here', 0.31905773282051086)","('and', 4.582991600036621)","('take', 0.35083773732185364)","('it', 0.07290427386760712)","('hoping', 0.03933621197938919)","('that', 0.048432085663080215)","('I', 3.162767171859741)","('will', 3.3592958450317383)","('be', 0.7449031472206116)","('able', 4.957842826843262)","('to', 0.6621280908584595)","('regenerate', 7.905017137527466)","('and', 1.1321860551834106)","('live', 2.5467352867126465)","('to', 1.1887110471725464)","('see', 1.2226301431655884)","('another', 0.8015201687812805)","('day', 0.008754917420446873)",,,,,,,,,,,,,,81
