nll-word-b-1,nll-word-b-2,nll-word-b-3,nll-word-b-4,nll-word-b-5,nll-word-b-6,nll-word-b-7,nll-word-b-8,nll-word-b-9,nll-word-b-10,nll-word-b-11,nll-word-b-12,nll-word-b-13,nll-word-b-14,nll-word-b-15,nll-word-b-16,nll-word-b-17,nll-word-b-18,nll-word-b-19,nll-word-b-20,nll-word-b-21,nll-word-b-22,nll-word-b-23,nll-word-b-24,nll-word-b-25,nll-word-b-26,nll-word-b-27,nll-word-b-28,nll-word-b-29,nll-word-b-30,nll-word-b-31,nll-word-b-32,nll-word-b-33,nll-word-b-34,nll-word-b-35,nll-word-b-36,nll-word-b-37,nll-word-b-38,nll-word-b-39,nll-word-b-40,nll-word-b-41,nll-word-b-42,nll-word-b-43,nll-word-b-44,nll-word-b-45,nll-word-b-46,nll-word-b-47,nll-word-b-48,nll-word-b-49,nll-word-b-50,nll-word-b-51,nll-word-b-52,nll-word-b-53,nll-word-b-54,nll-word-b-55,nll-word-b-56,nll-word-b-57,nll-word-b-58,nll-word-b-59,nll-word-b-60,nll-word-b-61,nll-word-b-62,nll-word-b-63,nll-word-b-64,nll-word-b-65,nll-word-b-66,nll-word-b-67,nll-word-b-68,nll-word-b-69,nll-word-b-70,nll-word-b-71,nll-word-b-72,nll-word-b-73,nll-word-b-74,nll-word-b-75,nll-word-b-76,nll-word-b-77,nll-word-b-78,nll-word-b-79,nll-word-b-80,nll-word-b-81,nll-word-b-82,nll-word-b-83,nll-word-b-84,nll-word-b-85,nll-word-b-86,nll-word-b-87,nll-word-b-88,nll-word-b-89,nll-word-b-90,nll-word-b-91,nll-word-b-92,nll-word-b-93,nll-word-b-94,nll-word-b-95,nll-word-b-96,nll-word-b-97,nll-word-b-98,nll-word-b-99,nll-word-b-100,nll-word-b-101,nll-word-b-amount
"('is', 1.2251780033111572)","('a', 1.5681055784225464)","('famous', 7.66946268081665)","('line', 5.451242923736572)","('from', 1.0211873054504395)","('the', 1.357813835144043)","('Chinese', 6.458359718322754)","('poem', 2.9532084465026855)","('xx', 1.4303151369094849)","('Chang', 17.248472690582275)","('Hen', 1.603997826576233)","('Ge', 6.730254173278809)","('written', 2.986616611480713)","('by', 12.06755256652832)","('the', 7.741827011108398)","('Tang', 2.273110866546631)","('dynasty', 3.126415252685547)","('poet', 0.4079867899417877)","('Bai', 7.2841726541519165)","('Juyi', 6.592009902000427)","('In', 0.32770153880119324)","('English', 2.385762929916382)","('it', 1.9048004150390625)","('translates', 0.32562801241874695)","('to', 1.2275776863098145)","('As', 2.6959846019744873)","('my', 6.32345724105835)","('sash', 1.3836387395858765)","('gradually', 3.403592824935913)","('widens', 2.0024986267089844)","('I', 5.5817155838012695)","('have', 5.577938079833984)","('no', 7.797275066375732)","('regrets', 13.261296272277832)","('For', 6.178755760192871)","('the', 0.0048632193356752396)","('one', 0.3751828968524933)","('I', 1.4657089710235596)","('love', 4.095673084259033)","('Ill', 7.807435035705566)","('gladly', 0.23207901418209076)","('bear', 4.266715049743652)","('this', 6.270030975341797)","('weight', 2.40464186668396)","('of', 4.919816970825195)","('grief', 2.2074713706970215)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
"('is', 2.2305502891540527)","('true', 4.603445529937744)","('Different', 1.4866541624069214)","('companies', 8.993176460266113)","('use', 4.960914134979248)","('different', 3.057217597961426)","('approaches', 0.24882860481739044)","('to', 3.2931928634643555)","('make', 1.2752653360366821)","('the', 4.340936660766602)","('process', 2.6327147483825684)","('of', 4.403284072875977)","('machine', 2.1813297271728516)","('learning', 9.118766784667969)","('more', 0.2514648735523224)","('secure', 1.6375555992126465)","('Some', 5.356784343719482)","('use', 0.6158801317214966)","('multiple', 3.49531888961792)","('layers', 2.146566867828369)","('of', 5.738013744354248)","('security', 2.249852418899536)","('such', 0.1749107837677002)","('as', 2.0499024391174316)","('data', 1.2989567518234253)","('encryption', 2.8104288578033447)","('access', 0.01076545100659132)","('control', 4.947735786437988)","('and', 1.6787254810333252)","('secure', 0.9697580337524414)","('protocols', 5.1162309646606445)","('Others', 0.3286498486995697)","('use', 0.3437451422214508)","('techniques', 0.6141519546508789)","('such', 5.556989669799805)","('as', 5.245306015014648)","('model', 0.5943071246147156)","('ensembles', 1.4169007539749146)","('which', 0.9109829068183899)","('combine', 4.417607307434082)","('multiple', 0.9222199320793152)","('models', 0.0015160269103944302)","('to', 6.756072998046875)","('reduce', 7.3193559646606445)","('the', 0.6797578930854797)","('risk', 2.1434171199798584)","('of', 2.7193901538848877)","('overfitting', 2.7157164812088013)","('or', 1.0970702171325684)","('adversarial', 4.565970420837402)","('training', 0.3358331322669983)","('which', 1.7748827934265137)","('trains', 0.14888674020767212)","('the', 2.9691476821899414)","('model', 0.06105659902095795)","('to', 2.5018563270568848)","('identify', 1.994289517402649)","('and', 5.2093400955200195)","('reject', 1.6752967834472656)","('malicious', 0.6237402558326721)","('input', 0.12445004284381866)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
"('Stark', 14.078789710998535)","('my', 2.9751319885253906)","('favorite', 5.58382511138916)","('part', 5.034367084503174)","('about', 4.03537654876709)","('being', 2.448441982269287)","('Iron', 2.849104881286621)","('Man', 6.081328392028809)","('is', 0.4390595853328705)","('that', 0.7635912895202637)","('I', 0.7390876412391663)","('get', 1.462755560874939)","('to', 2.3875536918640137)","('be', 0.13486933708190918)","('the', 2.2961368560791016)","('person', 1.6735360622406006)","('who', 5.103789806365967)","('saves', 1.101684331893921)","('the', 4.730309009552002)","('day', 0.4215792119503021)","('Its', 1.4131691455841064)","('exhilarating', 12.30031132698059)","('to', 0.005783253349363804)","('be', 0.00306018372066319)","('able', 1.499341368675232)","('to', 1.0344860553741455)","('take', 2.1712794303894043)","('on', 0.00825989805161953)","('any', 3.320254325866699)","('challenge', 1.3022894859313965)","('and', 4.087639808654785)","('know', 1.690798282623291)","('that', 1.6891043186187744)","('I', 5.46828031539917)","('have', 0.36661824584007263)","('the', 1.0926746129989624)","('power', 2.703164577484131)","('to', 1.0622676610946655)","('make', 2.52189302444458)","('a', 0.17317157983779907)","('difference', 2.057631015777588)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
"('think', 3.452885389328003)","('GPT4', 16.198795318603516)","('is', 3.0269954204559326)","('a', 1.3596001863479614)","('great', 1.3643929958343506)","('replacement', 2.7996115684509277)","('for', 4.840035915374756)","('JAVIS', 12.669555693864822)","('Its', 6.147217035293579)","('much', 2.600055456161499)","('more', 1.2965929508209229)","('advanced', 3.7882933616638184)","('and', 1.2757877111434937)","('capable', 5.774322509765625)","('of', 1.4667259454727173)","('performing', 5.269039154052734)","('more', 1.4065614938735962)","('complex', 3.7449660301208496)","('tasks', 3.0503458976745605)","('It', 0.6213862895965576)","('can', 0.9075602889060974)","('also', 1.0681819915771484)","('be', 2.1280531883239746)","('trained', 2.987405776977539)","('in', 1.7540314197540283)","('a', 1.3020423650741577)","('wide', 5.192962646484375)","('range', 2.1230485439300537)","('of', 1.1159203052520752)","('topics', 4.659763813018799)","('allowing', 0.9275814890861511)","('it', 0.003965016920119524)","('to', 7.401031970977783)","('be', 1.3890331983566284)","('used', 3.910856246948242)","('in', 1.5077677965164185)","('more', 0.02038189209997654)","('varied', 1.085005283355713)","('contexts', 0.8447279930114746)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('favorite', 5.565614700317383)","('part', 2.717759132385254)","('about', 2.3461530208587646)","('being', 3.9980263710021973)","('Iron', 8.96150016784668)","('Man', 1.2223633527755737)","('Well', 4.273467540740967)","('aside', 4.192812919616699)","('from', 0.1867484599351883)","('the', 6.49014139175415)","('obvious', 0.010357320308685303)","('perks', 5.084415912628174)","('of', 8.814218521118164)","('having', 0.1368185132741928)","('a', 1.165837287902832)","('hightech', 4.045683860778809)","('suit', 6.141837120056152)","('and', 0.8431092500686646)","('being', 1.8193461894989014)","('able', 1.5170543193817139)","('to', 0.9917432069778442)","('fly', 2.6896939277648926)","('Id', 0.7532548485323787)","('say', 2.890429735183716)","('its', 3.275999426841736)","('the', 4.028998374938965)","('thrill', 1.0105531215667725)","('of', 1.4995664358139038)","('being', 0.38080739974975586)","('able', 1.1500694751739502)","('to', 5.969430923461914)","('make', 0.2067846655845642)","('a', 1.8901212215423584)","('difference', 1.9933502674102783)","('and', 0.004152486100792885)","('protect', 3.6611599922180176)","('those', 2.0646605491638184)","('who', 1.9267494678497314)","('cant', 9.57758355140686)","('protect', 3.41867733001709)","('themselves', 2.267760753631592)","('Theres', 4.192812271416187)","('something', 3.94059419631958)","('incredibly', 0.010816751047968864)","('satisfying', 0.3867882788181305)","('about', 4.447916507720947)","('using', 0.58724045753479)","('my', 2.123769521713257)","('intelligence', 4.269872188568115)","('and', 1.3790614604949951)","('resources', 0.2665586471557617)","('to', 5.962005138397217)","('fight', 2.2324881553649902)","('for', 5.925004005432129)","('justice', 1.2705583572387695)","('and', 6.310399055480957)","('save', 0.2371690273284912)","('the', 4.227852821350098)","('world', 1.3580164909362793)","('from', 4.021355628967285)","('all', 1.3220288753509521)","('sorts', 4.395092487335205)","('of', 1.5170176029205322)","('threats', 1.6455860137939453)","('Plus', 2.4531352519989014)","('its', 7.814888000488281)","('pretty', 0.004132778849452734)","('cool', 2.1821882724761963)","('being', 0.47966286540031433)","('a', 5.243934631347656)","('superhero', 0.12836362421512604)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
"('as', 0.4723716974258423)","('much', 5.204376220703125)","('as', 4.082103252410889)","('I', 0.11258825659751892)","('appreciate', 0.45511412620544434)","('the', 4.206853866577148)","('advancements', 10.353055238723755)","('in', 4.334717750549316)","('technology', 0.9133519530296326)","('theres', 2.330194652080536)","('no', 3.120065927505493)","('replacing', 1.468109369277954)","('my', 2.0580646991729736)","('trusty', 9.74950623512268)","('JARVIS', 13.267401337623596)","('Hes', 10.546046733856201)","('been', 1.8817081451416016)","('with', 5.599447727203369)","('me', 0.7124093770980835)","('from', 2.3467257022857666)","('the', 3.2010841369628906)","('beginning', 0.4244033396244049)","('and', 3.7341232299804688)","('has', 0.3808313310146332)","('proven', 0.974359929561615)","('time', 1.5613021850585938)","('and', 2.143087863922119)","('time', 4.049696922302246)","('again', 3.952441692352295)","('to', 0.041690412908792496)","('be', 0.32947850227355957)","('an', 0.015246162191033363)","('invaluable', 1.102677345275879)","('asset', 0.15959696471691132)","('in', 2.056737184524536)","('my', 0.8788210153579712)","('missions', 2.069678783416748)","('as', 2.4598512649536133)","('Iron', 1.456957459449768)","('Man', 7.220834732055664)","('Plus', 4.478796482086182)","('hes', 12.286602139472961)","('more', 0.6810129880905151)","('than', 5.16355562210083)","('just', 0.17670540511608124)","('an', 1.009234070777893)","('AI', 0.5769697427749634)","('assistant', 4.966037750244141)","('hes', 2.466964453458786)","('also', 2.250379800796509)","('a', 5.704104900360107)","('friend', 5.427731513977051)","('and', 4.212620735168457)","('confidant', 2.5938711911439896)","('But', 0.65021812915802)","('who', 2.81062650680542)","('knows', 1.8909329175949097)","('maybe', 2.887035608291626)","('one', 0.0005302215577103198)","('day', 0.16029539704322815)","('GPT4', 11.434187829494476)","('will', 2.006389617919922)","('be', 1.318179726600647)","('advanced', 0.47531837224960327)","('enough', 2.384608507156372)","('to', 0.017748229205608368)","('give', 7.387208461761475)","('JARVIS', 12.16325581073761)","('a', 0.588654100894928)","('run', 1.3620367050170898)","('for', 9.801865577697754)","('his', 0.07027620077133179)","('money', 0.2631240487098694)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
"('my', 0.4723716974258423)","('favorite', 5.031123161315918)","('part', 4.838616371154785)","('about', 2.693019151687622)","('being', 2.085416555404663)","('Iron', 2.983933210372925)","('Man', 9.625782012939453)","('has', 1.3314751386642456)","('to', 4.0714826583862305)","('be', 1.1597106456756592)","('the', 0.1152418702840805)","('opportunity', 1.1074893474578857)","('to', 6.166018486022949)","('use', 0.12430962175130844)","('my', 4.4697723388671875)","('geniuslevel', 9.036645531654358)","('intellect', 5.296435356140137)","('and', 0.21724066138267517)","('cuttingedge', 5.851008176803589)","('technology', 7.281251907348633)","('to', 0.8154667019844055)","('make', 0.0016568278660997748)","('a', 1.2675901651382446)","('real', 0.5854180455207825)","('difference', 2.8968989849090576)","('in', 1.873028039932251)","('the', 4.155836582183838)","('world', 0.5592633485794067)","('Not', 0.7898258566856384)","('to', 0.47987085580825806)","('mention', 0.1444358080625534)","('flying', 0.5934723615646362)","('around', 4.672580718994141)","('in', 2.015242099761963)","('that', 0.3969492018222809)","('sleek', 1.2639126777648926)","('suit', 9.033089637756348)","('is', 1.927488088607788)","('just', 1.6629538536071777)","('an', 4.57232141494751)","('unbeatable', 8.482795000076294)","('experience', 2.7848258018493652)","('Plus', 3.242690086364746)","('I', 4.109010219573975)","('get', 9.02913761138916)","('to', 0.003430555108934641)","('hang', 3.0063982009887695)","('out', 0.9003075957298279)","('with', 5.055079460144043)","('some', 0.09741084277629852)","('pretty', 1.5995491743087769)","('cool', 2.3607113361358643)","('people', 0.16207799315452576)","('like', 4.174289703369141)","('the', 0.16744856536388397)","('Avengers', 0.15196284651756287)","('Its', 6.927408456802368)","('not', 0.9915748834609985)","('a', 0.5696725249290466)","('bad', 4.106415748596191)","('gig', 2.650574207305908)","('I', 2.903658866882324)","('must', 2.238325834274292)","('say', 3.5768091678619385)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
"('has', 6.613577365875244)","('been', 1.6332911252975464)","('a', 2.6439871788024902)","('great', 2.9166922569274902)","('helpmate', 10.747511625289917)","('for', 2.5193514823913574)","('me', 0.8720272779464722)","('but', 2.2702903747558594)","('I', 2.6891207695007324)","('am', 1.323047399520874)","('looking', 3.137423515319824)","('forward', 3.7399117946624756)","('to', 2.7929205894470215)","('the', 0.023020867258310318)","('transition', 2.3176815509796143)","('GPT4', 16.68444299697876)","('is', 6.706380844116211)","('capable', 2.118662118911743)","('of', 3.1308724880218506)","('understanding', 1.4729710817337036)","('and', 7.873654842376709)","('answering', 0.1270771324634552)","('human', 7.210310935974121)","('questions', 2.4702558517456055)","('and', 6.016695022583008)","('I', 6.508849620819092)","('believe', 1.6689568758010864)","('it', 1.4136571884155273)","('can', 1.2268198728561401)","('bring', 1.5174031257629395)","('about', 3.387073040008545)","('greater', 1.6109579801559448)","('efficiency', 2.428798198699951)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
"('Stark', 14.07878589630127)","('my', 2.9751415252685547)","('favorite', 5.583820343017578)","('part', 5.034370422363281)","('about', 4.035398483276367)","('being', 2.448237419128418)","('Iron', 2.84912109375)","('Man', 6.081262588500977)","('is', 0.4390658140182495)","('that', 0.7635860443115234)","('I', 0.7390802502632141)","('get', 1.4627840518951416)","('to', 2.387528419494629)","('be', 0.13486766815185547)","('the', 2.2961087226867676)","('person', 1.6735162734985352)","('who', 5.103804588317871)","('saves', 1.1016765832901)","('the', 4.730303764343262)","('day', 0.42157742381095886)","('Its', 1.4132055044174194)","('exhilarating', 12.300281405448914)","('to', 0.0057834903709590435)","('be', 0.003059470560401678)","('able', 1.499362587928772)","('to', 1.0344793796539307)","('take', 2.171269655227661)","('on', 0.008259544149041176)","('any', 3.320202112197876)","('challenge', 1.3023085594177246)","('and', 4.087617874145508)","('know', 1.6907774209976196)","('that', 1.689103603363037)","('I', 5.468235015869141)","('have', 0.3666183352470398)","('the', 1.0926504135131836)","('power', 2.7031571865081787)","('to', 1.0622931718826294)","('make', 2.521906852722168)","('a', 0.17317749559879303)","('difference', 2.057650566101074)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
"('think', 3.4528820514678955)","('GPT4', 16.19875168800354)","('is', 3.026956081390381)","('a', 1.3596066236495972)","('great', 1.3643898963928223)","('replacement', 2.7996249198913574)","('for', 4.839962482452393)","('JAVIS', 12.6695436835289)","('Its', 6.147214770317078)","('much', 2.6000473499298096)","('more', 1.2965658903121948)","('advanced', 3.7882814407348633)","('and', 1.2757863998413086)","('capable', 5.774360656738281)","('of', 1.46672785282135)","('performing', 5.268980979919434)","('more', 1.4065582752227783)","('complex', 3.7449774742126465)","('tasks', 3.0503478050231934)","('It', 0.6213769316673279)","('can', 0.9075292944908142)","('also', 1.068185567855835)","('be', 2.1280384063720703)","('trained', 2.987403154373169)","('in', 1.7540028095245361)","('a', 1.3020429611206055)","('wide', 5.19293212890625)","('range', 2.1230356693267822)","('of', 1.1159157752990723)","('topics', 4.659769058227539)","('allowing', 0.9276360273361206)","('it', 0.003965254407376051)","('to', 7.401026725769043)","('be', 1.389049768447876)","('used', 3.9108426570892334)","('in', 1.5077837705612183)","('more', 0.020381657406687737)","('varied', 1.0849982500076294)","('contexts', 0.8447250127792358)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
"('has', 6.613577365875244)","('been', 1.6332911252975464)","('a', 2.6439871788024902)","('great', 2.9166922569274902)","('helpmate', 10.747511625289917)","('for', 2.5193514823913574)","('me', 0.8720272779464722)","('but', 2.2702903747558594)","('I', 2.6891207695007324)","('am', 1.323047399520874)","('looking', 3.137423515319824)","('forward', 3.7399117946624756)","('to', 2.7929205894470215)","('the', 0.023020867258310318)","('transition', 2.3176815509796143)","('GPT4', 16.68444299697876)","('is', 6.706380844116211)","('capable', 2.118662118911743)","('of', 3.1308724880218506)","('understanding', 1.4729710817337036)","('and', 7.873654842376709)","('answering', 0.1270771324634552)","('human', 7.210310935974121)","('questions', 2.4702558517456055)","('and', 6.016695022583008)","('I', 6.508849620819092)","('believe', 1.6689568758010864)","('it', 1.4136571884155273)","('can', 1.2268198728561401)","('bring', 1.5174031257629395)","('about', 3.387073040008545)","('greater', 1.6109579801559448)","('efficiency', 2.428798198699951)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
"('suits', 11.534343719482422)","('of', 2.9969167709350586)","('course', 3.8355016708374023)","('Im', 7.317208297550678)","('a', 3.0993642807006836)","('futurist', 15.787474155426025)","('always', 0.9955765008926392)","('looking', 0.023626115173101425)","('to', 1.1603686809539795)","('push', 6.3025712966918945)","('the', 2.9244022369384766)","('envelope', 2.5515589714050293)","('of', 5.097774505615234)","('technology', 0.4600223898887634)","('and', 1.4565287828445435)","('innovation', 2.819791316986084)","('Nothing', 3.4130661487579346)","('gets', 1.6436508893966675)","('the', 3.453521728515625)","('creative', 1.0220646858215332)","('juices', 7.07248592376709)","('flowing', 4.225405693054199)","('like', 3.7840452194213867)","('designing', 4.195714950561523)","('a', 0.006972386967390776)","('new', 0.14084376394748688)","('suit', 1.3575689792633057)","('thats', 8.29516065120697)","('faster', 2.229508399963379)","('sleeker', 8.197781562805176)","('and', 2.1730191707611084)","('more', 6.31022834777832)","('powerful', 0.5367175340652466)","('than', 2.622039794921875)","('the', 0.000971917703282088)","('last', 0.22238117456436157)","('Though', 0.9754173755645752)","('I', 1.04659104347229)","('have', 5.14155387878418)","('to', 0.4359668493270874)","('admit', 0.6049754023551941)","('flying', 2.9465179443359375)","('around', 1.0434526205062866)","('and', 7.687597274780273)","('saving', 0.9789276123046875)","('the', 3.0765504837036133)","('world', 2.086611747741699)","('in', 0.5219594240188599)","('style', 0.7647970914840698)","('isnt', 12.547351837158203)","('too', 4.787084579467773)","('bad', 5.661656379699707)","('either', 0.9508581161499023)","('Keeps', 3.3900035470724106)","('life', 4.711641311645508)","('from', 2.3564419746398926)","('getting', 0.0025257135275751352)","('boring', 5.387845039367676)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
"('Please', 8.068523406982422)","('thats', 14.794747829437256)","('old', 2.480947971343994)","('tech', 5.056600093841553)","('JARVIS', 15.163720488548279)","('is', 1.159283995628357)","('far', 7.95523738861084)","('more', 5.371572494506836)","('advanced', 3.911633014678955)","('than', 2.6287617683410645)","('any', 6.065423011779785)","('generic', 1.1727943420410156)","('AI', 2.8735458850860596)","('assistant', 1.2458341121673584)","('I', 4.014994144439697)","('designed', 7.321681976318359)","('JARVIS', 18.930280447006226)","('myself', 3.4490134716033936)","('using', 9.188651084899902)","('stateoftheart', 6.927460795850493)","('neural', 5.138372898101807)","('networks', 6.538052558898926)","('and', 0.4555668234825134)","('machine', 0.013687445782124996)","('learning', 0.009692867286503315)","('Hes', 0.054494209587574005)","('been', 0.0038035206962376833)","('by', 3.2528274059295654)","('my', 0.6071683764457703)","('side', 1.5718883275985718)","('for', 3.319668769836426)","('years', 0.12522456049919128)","('and', 1.276900053024292)","('understands', 6.464656352996826)","('me', 1.4955254793167114)","('better', 2.8900365829467773)","('than', 9.597284317016602)","('anyone', 0.2930854558944702)","('Id', 1.6629482544958591)","('never', 1.855820894241333)","('dream', 2.091522455215454)","('of', 5.56464958190918)","('replacing', 3.678973436355591)","('him', 1.9464125633239746)","('with', 0.06481491774320602)","('some', 1.3739957809448242)","('cookiecutter', 7.470022082328796)","('bot', 2.916557550430298)","('Though', 5.830267906188965)","('I', 0.1604740172624588)","('suppose', 3.397225856781006)","('if', 0.45750823616981506)","('I', 1.6624369621276855)","('ever', 3.2831053733825684)","('get', 9.599555015563965)","('bored', 0.15170516073703766)","('upgrading', 0.014570851810276508)","('JARVIS', 5.896072673494928)","('with', 7.352028846740723)","('some', 1.4353655576705933)","('new', 5.2492523193359375)","('bells', 2.967988967895508)","('and', 1.7494332790374756)","('whistles', 7.078605651855469)","('in', 4.333003520965576)","('the', 2.3503305912017822)","('lab', 11.12637996673584)","('could', 1.0330159664154053)","('be', 0.024168163537979126)","('an', 0.000894146622158587)","('amusing', 4.798226356506348)","('little', 2.33293080329895)","('side', 1.9475085735321045)","('project', 6.91685152053833)",,,,,,,,,,,,,,,,,,,,,,,,,,,,74
"('as', 0.4723716974258423)","('much', 5.204376220703125)","('as', 4.082103252410889)","('I', 0.11258825659751892)","('appreciate', 0.45511412620544434)","('the', 4.206853866577148)","('advancements', 10.353055238723755)","('in', 4.334717750549316)","('technology', 0.9133519530296326)","('theres', 2.330194652080536)","('no', 3.120065927505493)","('replacing', 1.468109369277954)","('my', 2.0580646991729736)","('trusty', 9.74950623512268)","('JARVIS', 13.267401337623596)","('Hes', 10.546046733856201)","('been', 1.8817081451416016)","('with', 5.599447727203369)","('me', 0.7124093770980835)","('from', 2.3467257022857666)","('the', 3.2010841369628906)","('beginning', 0.4244033396244049)","('and', 3.7341232299804688)","('has', 0.3808313310146332)","('proven', 0.974359929561615)","('time', 1.5613021850585938)","('and', 2.143087863922119)","('time', 4.049696922302246)","('again', 3.952441692352295)","('to', 0.041690412908792496)","('be', 0.32947850227355957)","('an', 0.015246162191033363)","('invaluable', 1.102677345275879)","('asset', 0.15959696471691132)","('in', 2.056737184524536)","('my', 0.8788210153579712)","('missions', 2.069678783416748)","('as', 2.4598512649536133)","('Iron', 1.456957459449768)","('Man', 7.220834732055664)","('Plus', 4.478796482086182)","('hes', 12.286602139472961)","('more', 0.6810129880905151)","('than', 5.16355562210083)","('just', 0.17670540511608124)","('an', 1.009234070777893)","('AI', 0.5769697427749634)","('assistant', 4.966037750244141)","('hes', 2.466964453458786)","('also', 2.250379800796509)","('a', 5.704104900360107)","('friend', 5.427731513977051)","('and', 4.212620735168457)","('confidant', 2.5938711911439896)","('But', 0.65021812915802)","('who', 2.81062650680542)","('knows', 1.8909329175949097)","('maybe', 2.887035608291626)","('one', 0.0005302215577103198)","('day', 0.16029539704322815)","('GPT4', 11.434187829494476)","('will', 2.006389617919922)","('be', 1.318179726600647)","('advanced', 0.47531837224960327)","('enough', 2.384608507156372)","('to', 0.017748229205608368)","('give', 7.387208461761475)","('JARVIS', 12.16325581073761)","('a', 0.588654100894928)","('run', 1.3620367050170898)","('for', 9.801865577697754)","('his', 0.07027620077133179)","('money', 0.2631240487098694)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
"('do', 4.859594345092773)","('not', 0.9136142134666443)","('actually', 6.993852615356445)","('have', 2.172621726989746)","('subjective', 12.677483558654785)","('feelings', 2.5220205783843994)","('or', 3.7702596187591553)","('experiences', 3.0802807807922363)","('as', 4.1916375160217285)","('an', 3.4812352657318115)","('AI', 6.634570598602295)","('system', 5.460147380828857)","('I', 0.902174174785614)","('am', 1.3959347009658813)","('not', 1.7161056995391846)","('able', 2.2923624515533447)","('to', 4.572414398193359)","('feel', 0.02545860782265663)","('or', 4.247559547424316)","('perceive', 2.565077781677246)","('the', 3.8603005409240723)","('world', 2.0864994525909424)","('from', 1.6202329397201538)","('the', 4.583767890930176)","('perspective', 1.8222589492797852)","('of', 2.6961653232574463)","('a', 0.025387948378920555)","('100yearold', 12.693549871444702)","('tree', 0.643235445022583)","('I', 0.23912999033927917)","('do', 0.0038358219899237156)","('not', 7.946735382080078)","('have', 1.3058688640594482)","('senses', 1.3151447772979736)","('emotions', 2.1268343925476074)","('or', 0.13426841795444489)","('consciousness', 1.2487263679504395)","('in', 7.857359886169434)","('that', 2.8271994590759277)","('way', 2.2575795650482178)","('I', 0.19610638916492462)","('am', 1.2250924110412598)","('an', 4.704817295074463)","('AI', 4.036855697631836)","('assistant', 3.7734084129333496)","('created', 2.4574413299560547)","('by', 0.3357224464416504)","('Anthropic', 2.307341456413269)","('to', 2.9503421783447266)","('be', 2.243389129638672)","('helpful', 9.714219093322754)","('harmless', 6.1593523025512695)","('and', 0.6587121486663818)","('honest', 14.832284927368164)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
